Rule   (Support, Confidence) 
5,6 -> 125  (70.0055%, 84.6103%)
5,125 -> 6  (70.0055%, 99.6874%)
6,125 -> 5  (70.0055%, 98.7229%)
45 -> 192  (69.978%, 96.7008%)
192 -> 45  (69.978%, 87.5988%)
3 -> 5,6,125  (69.9506%, 75.4142%)
5 -> 3,6,125  (69.9506%, 82.8404%)
6 -> 3,5,125  (69.9506%, 78.892%)
125 -> 3,5,6  (69.9506%, 97.8503%)
3,5 -> 6,125  (69.9506%, 84.3481%)
3,6 -> 5,125  (69.9506%, 80.1572%)
3,125 -> 5,6  (69.9506%, 98.1139%)
5,6 -> 3,125  (69.9506%, 84.5439%)
5,125 -> 3,6  (69.9506%, 99.6092%)
6,125 -> 3,5  (69.9506%, 98.6455%)
3,5,6 -> 125  (69.9506%, 85.5944%)
3,5,125 -> 6  (69.9506%, 99.6871%)
3,6,125 -> 5  (69.9506%, 98.7219%)
5,6,125 -> 3  (69.9506%, 99.9216%)
33 -> 91,192  (69.8957%, 94.7545%)
91 -> 33,192  (69.8957%, 89.1495%)
192 -> 33,91  (69.8957%, 87.4957%)
33,91 -> 192  (69.8957%, 99.3757%)
33,192 -> 91  (69.8957%, 97.4369%)
91,192 -> 33  (69.8957%, 92.1491%)
3 -> 33,91,192  (69.8957%, 75.355%)
33 -> 3,91,192  (69.8957%, 94.7545%)
91 -> 3,33,192  (69.8957%, 89.1495%)
192 -> 3,33,91  (69.8957%, 87.4957%)
3,33 -> 91,192  (69.8957%, 94.9664%)
3,91 -> 33,192  (69.8957%, 90.0318%)
3,192 -> 33,91  (69.8957%, 88.5297%)
33,91 -> 3,192  (69.8957%, 99.3757%)
33,192 -> 3,91  (69.8957%, 97.4369%)
91,192 -> 3,33  (69.8957%, 92.1491%)
3,33,91 -> 192  (69.8957%, 99.3757%)
3,33,192 -> 91  (69.8957%, 97.5488%)
3,91,192 -> 33  (69.8957%, 92.5173%)
33,91,192 -> 3  (69.8957%, 100%)
3 -> 45,192  (69.8683%, 75.3254%)
45 -> 3,192  (69.8683%, 96.5491%)
192 -> 3,45  (69.8683%, 87.4614%)
3,45 -> 192  (69.8683%, 96.8798%)
3,192 -> 45  (69.8683%, 88.495%)
45,192 -> 3  (69.8683%, 99.8431%)
6 -> 45,192  (69.8134%, 78.7372%)
45 -> 6,192  (69.8134%, 96.4733%)
192 -> 6,45  (69.8134%, 87.3926%)
6,45 -> 192  (69.8134%, 97.0992%)
6,192 -> 45  (69.8134%, 89.0133%)
45,192 -> 6  (69.8134%, 99.7647%)
33 -> 91,197  (69.7859%, 94.6057%)
91 -> 33,197  (69.7859%, 89.0095%)
197 -> 33,91  (69.7859%, 87.9322%)
33,91 -> 197  (69.7859%, 99.2197%)
33,197 -> 91  (69.7859%, 97.2467%)
91,197 -> 33  (69.7859%, 92.7087%)
3 -> 33,91,197  (69.7859%, 75.2367%)
33 -> 3,91,197  (69.7859%, 94.6057%)
91 -> 3,33,197  (69.7859%, 89.0095%)
197 -> 3,33,91  (69.7859%, 87.9322%)
3,33 -> 91,197  (69.7859%, 94.8173%)
3,91 -> 33,197  (69.7859%, 89.8904%)
3,197 -> 33,91  (69.7859%, 88.268%)
33,91 -> 3,197  (69.7859%, 99.2197%)
33,197 -> 3,91  (69.7859%, 97.2467%)
91,197 -> 3,33  (69.7859%, 92.7087%)
3,33,91 -> 197  (69.7859%, 99.2197%)
3,33,197 -> 91  (69.7859%, 97.2839%)
3,91,197 -> 33  (69.7859%, 92.878%)
33,91,197 -> 3  (69.7859%, 100%)
3 -> 6,45,192  (69.7585%, 75.2071%)
6 -> 3,45,192  (69.7585%, 78.6753%)
45 -> 3,6,192  (69.7585%, 96.3974%)
192 -> 3,6,45  (69.7585%, 87.3239%)
3,6 -> 45,192  (69.7585%, 79.9371%)
3,45 -> 6,192  (69.7585%, 96.7275%)
3,192 -> 6,45  (69.7585%, 88.3559%)
6,45 -> 3,192  (69.7585%, 97.0229%)
6,192 -> 3,45  (69.7585%, 88.9433%)
45,192 -> 3,6  (69.7585%, 99.6863%)
3,6,45 -> 192  (69.7585%, 97.2456%)
3,6,192 -> 45  (69.7585%, 89.068%)
3,45,192 -> 6  (69.7585%, 99.8429%)
6,45,192 -> 3  (69.7585%, 99.9214%)
5 -> 45,192  (69.7036%, 82.5479%)
45 -> 5,192  (69.7036%, 96.3216%)
192 -> 5,45  (69.7036%, 87.2552%)
5,45 -> 192  (69.7036%, 97.956%)
5,192 -> 45  (69.7036%, 89.626%)
45,192 -> 5  (69.7036%, 99.6078%)
5 -> 125,192  (69.7036%, 82.5479%)
125 -> 5,192  (69.7036%, 97.5048%)
192 -> 5,125  (69.7036%, 87.2552%)
5,125 -> 192  (69.7036%, 99.2575%)
5,192 -> 125  (69.7036%, 89.626%)
125,192 -> 5  (69.7036%, 98.526%)
3 -> 5,45,192  (69.6487%, 75.0888%)
5 -> 3,45,192  (69.6487%, 82.4829%)
45 -> 3,5,192  (69.6487%, 96.2457%)
192 -> 3,5,45  (69.6487%, 87.1865%)
3,5 -> 45,192  (69.6487%, 83.9841%)
3,45 -> 5,192  (69.6487%, 96.5753%)
3,192 -> 5,45  (69.6487%, 88.2169%)
5,45 -> 3,192  (69.6487%, 97.8789%)
5,192 -> 3,45  (69.6487%, 89.5554%)
45,192 -> 3,5  (69.6487%, 99.5294%)
3,5,45 -> 192  (69.6487%, 98.1059%)
3,5,192 -> 45  (69.6487%, 89.7137%)
3,45,192 -> 5  (69.6487%, 99.6858%)
5,45,192 -> 3  (69.6487%, 99.9213%)
3 -> 5,125,192  (69.6487%, 75.0888%)
5 -> 3,125,192  (69.6487%, 82.4829%)
125 -> 3,5,192  (69.6487%, 97.428%)
192 -> 3,5,125  (69.6487%, 87.1865%)
3,5 -> 125,192  (69.6487%, 83.9841%)
3,125 -> 5,192  (69.6487%, 97.6905%)
3,192 -> 5,125  (69.6487%, 88.2169%)
5,125 -> 3,192  (69.6487%, 99.1794%)
5,192 -> 3,125  (69.6487%, 89.5554%)
125,192 -> 3,5  (69.6487%, 98.4484%)
3,5,125 -> 192  (69.6487%, 99.2569%)
3,5,192 -> 125  (69.6487%, 89.7137%)
3,125,192 -> 5  (69.6487%, 98.6781%)
5,125,192 -> 3  (69.6487%, 99.9213%)
45 -> 197  (69.539%, 96.094%)
197 -> 45  (69.539%, 87.621%)
5 -> 45,197  (69.5115%, 82.3204%)
45 -> 5,197  (69.5115%, 96.0561%)
197 -> 5,45  (69.5115%, 87.5864%)
5,45 -> 197  (69.5115%, 97.6861%)
5,197 -> 45  (69.5115%, 88.1964%)
45,197 -> 5  (69.5115%, 99.9605%)
6 -> 45,197  (69.5115%, 78.3968%)
45 -> 6,197  (69.5115%, 96.0561%)
197 -> 6,45  (69.5115%, 87.5864%)
6,45 -> 197  (69.5115%, 96.6794%)
6,197 -> 45  (69.5115%, 88.135%)
45,197 -> 6  (69.5115%, 99.9605%)
3 -> 45,197  (69.4566%, 74.8817%)
45 -> 3,197  (69.4566%, 95.9803%)
197 -> 3,45  (69.4566%, 87.5173%)
3,45 -> 197  (69.4566%, 96.309%)
3,197 -> 45  (69.4566%, 87.8514%)
45,197 -> 3  (69.4566%, 99.8816%)
3 -> 5,45,197  (69.4292%, 74.8521%)
5 -> 3,45,197  (69.4292%, 82.2229%)
45 -> 3,5,197  (69.4292%, 95.9424%)
197 -> 3,5,45  (69.4292%, 87.4827%)
3,5 -> 45,197  (69.4292%, 83.7194%)
3,45 -> 5,197  (69.4292%, 96.2709%)
3,197 -> 5,45  (69.4292%, 87.8167%)
5,45 -> 3,197  (69.4292%, 97.5704%)
5,197 -> 3,45  (69.4292%, 88.0919%)
45,197 -> 3,5  (69.4292%, 99.8421%)
3,5,45 -> 197  (69.4292%, 97.7967%)
3,5,197 -> 45  (69.4292%, 88.3997%)
3,45,197 -> 5  (69.4292%, 99.9605%)
5,45,197 -> 3  (69.4292%, 99.8816%)
3 -> 6,45,197  (69.4292%, 74.8521%)
6 -> 3,45,197  (69.4292%, 78.3039%)
45 -> 3,6,197  (69.4292%, 95.9424%)
197 -> 3,6,45  (69.4292%, 87.4827%)
3,6 -> 45,197  (69.4292%, 79.5597%)
3,45 -> 6,197  (69.4292%, 96.2709%)
3,197 -> 6,45  (69.4292%, 87.8167%)
6,45 -> 3,197  (69.4292%, 96.5649%)
6,197 -> 3,45  (69.4292%, 88.0306%)
45,197 -> 3,6  (69.4292%, 99.8421%)
3,6,45 -> 197  (69.4292%, 96.7865%)
3,6,197 -> 45  (69.4292%, 88.3688%)
3,45,197 -> 6  (69.4292%, 99.9605%)
6,45,197 -> 3  (69.4292%, 99.8816%)
3 -> 4  (69.0176%, 74.4083%)
4 -> 3  (69.0176%, 98.0889%)
125 -> 197  (69.0176%, 96.5451%)
197 -> 125  (69.0176%, 86.964%)
3 -> 125,197  (68.9901%, 74.3787%)
125 -> 3,197  (68.9901%, 96.5067%)
197 -> 3,125  (68.9901%, 86.9295%)
3,125 -> 197  (68.9901%, 96.7667%)
3,197 -> 125  (68.9901%, 87.2614%)
125,197 -> 3  (68.9901%, 99.9602%)
5 -> 125,197  (68.9627%, 81.6705%)
125 -> 5,197  (68.9627%, 96.4683%)
197 -> 5,125  (68.9627%, 86.8949%)
5,125 -> 197  (68.9627%, 98.2024%)
5,197 -> 125  (68.9627%, 87.5%)
125,197 -> 5  (68.9627%, 99.9205%)
6 -> 125,197  (68.9627%, 77.7778%)
125 -> 6,197  (68.9627%, 96.4683%)
197 -> 6,125  (68.9627%, 86.8949%)
6,125 -> 197  (68.9627%, 97.2523%)
6,197 -> 125  (68.9627%, 87.4391%)
125,197 -> 6  (68.9627%, 99.9205%)
3 -> 5,125,197  (68.9352%, 74.3195%)
5 -> 3,125,197  (68.9352%, 81.638%)
125 -> 3,5,197  (68.9352%, 96.4299%)
197 -> 3,5,125  (68.9352%, 86.8603%)
3,5 -> 125,197  (68.9352%, 83.1238%)
3,125 -> 5,197  (68.9352%, 96.6898%)
3,197 -> 5,125  (68.9352%, 87.1919%)
5,125 -> 3,197  (68.9352%, 98.1633%)
5,197 -> 3,125  (68.9352%, 87.4652%)
125,197 -> 3,5  (68.9352%, 99.8807%)
3,5,125 -> 197  (68.9352%, 98.2401%)
3,5,197 -> 125  (68.9352%, 87.7708%)
3,125,197 -> 5  (68.9352%, 99.9204%)
5,125,197 -> 3  (68.9352%, 99.9602%)
3 -> 6,125,197  (68.9352%, 74.3195%)
6 -> 3,125,197  (68.9352%, 77.7468%)
125 -> 3,6,197  (68.9352%, 96.4299%)
197 -> 3,6,125  (68.9352%, 86.8603%)
3,6 -> 125,197  (68.9352%, 78.9937%)
3,125 -> 6,197  (68.9352%, 96.6898%)
3,197 -> 6,125  (68.9352%, 87.1919%)
6,125 -> 3,197  (68.9352%, 97.2136%)
6,197 -> 3,125  (68.9352%, 87.4043%)
125,197 -> 3,6  (68.9352%, 99.8807%)
3,6,125 -> 197  (68.9352%, 97.2889%)
3,6,197 -> 125  (68.9352%, 87.7401%)
3,125,197 -> 6  (68.9352%, 99.9204%)
6,125,197 -> 3  (68.9352%, 99.9602%)
45 -> 192,197  (68.8804%, 95.1839%)
192 -> 45,197  (68.8804%, 86.2247%)
197 -> 45,192  (68.8804%, 86.7911%)
45,192 -> 197  (68.8804%, 98.4314%)
45,197 -> 192  (68.8804%, 99.0529%)
192,197 -> 45  (68.8804%, 90.6137%)
3 -> 45,192,197  (68.8529%, 74.2308%)
45 -> 3,192,197  (68.8529%, 95.146%)
192 -> 3,45,197  (68.8529%, 86.1903%)
197 -> 3,45,192  (68.8529%, 86.7566%)
3,45 -> 192,197  (68.8529%, 95.4718%)
3,192 -> 45,197  (68.8529%, 87.2089%)
3,197 -> 45,192  (68.8529%, 87.0878%)
45,192 -> 3,197  (68.8529%, 98.3922%)
45,197 -> 3,192  (68.8529%, 99.0134%)
192,197 -> 3,45  (68.8529%, 90.5776%)
3,45,192 -> 197  (68.8529%, 98.5467%)
3,45,197 -> 192  (68.8529%, 99.1308%)
3,192,197 -> 45  (68.8529%, 90.6758%)
45,192,197 -> 3  (68.8529%, 99.9602%)
125 -> 192,197  (68.6059%, 95.9693%)
192 -> 125,197  (68.6059%, 85.8811%)
197 -> 125,192  (68.6059%, 86.4454%)
125,192 -> 197  (68.6059%, 96.9744%)
125,197 -> 192  (68.6059%, 99.4036%)
192,197 -> 125  (68.6059%, 90.2527%)
91 -> 125  (68.4962%, 87.3644%)
125 -> 91  (68.4962%, 95.8157%)
33 -> 125  (68.4687%, 92.8199%)
125 -> 33  (68.4687%, 95.7774%)
5 -> 33,125  (68.4413%, 81.053%)
33 -> 5,125  (68.4413%, 92.7827%)
125 -> 5,33  (68.4413%, 95.739%)
5,33 -> 125  (68.4413%, 93.1292%)
5,125 -> 33  (68.4413%, 97.4599%)
33,125 -> 5  (68.4413%, 99.9599%)
45 -> 91  (68.4138%, 94.5392%)
91 -> 45  (68.4138%, 87.2594%)
3 -> 33,125  (68.4138%, 73.7574%)
33 -> 3,125  (68.4138%, 92.7455%)
125 -> 3,33  (68.4138%, 95.7006%)
3,33 -> 125  (68.4138%, 92.953%)
3,125 -> 33  (68.4138%, 95.9584%)
33,125 -> 3  (68.4138%, 99.9198%)
3 -> 91,125  (68.4138%, 73.7574%)
91 -> 3,125  (68.4138%, 87.2594%)
125 -> 3,91  (68.4138%, 95.7006%)
3,91 -> 125  (68.4138%, 88.123%)
3,125 -> 91  (68.4138%, 95.9584%)
91,125 -> 3  (68.4138%, 99.8798%)
3 -> 5,33,125  (68.3864%, 73.7278%)
5 -> 3,33,125  (68.3864%, 80.988%)
33 -> 3,5,125  (68.3864%, 92.7083%)
125 -> 3,5,33  (68.3864%, 95.6622%)
3,5 -> 33,125  (68.3864%, 82.4619%)
3,33 -> 5,125  (68.3864%, 92.9157%)
3,125 -> 5,33  (68.3864%, 95.9199%)
5,33 -> 3,125  (68.3864%, 93.0545%)
5,125 -> 3,33  (68.3864%, 97.3818%)
33,125 -> 3,5  (68.3864%, 99.8798%)
3,5,33 -> 125  (68.3864%, 93.1937%)
3,5,125 -> 33  (68.3864%, 97.458%)
3,33,125 -> 5  (68.3864%, 99.9599%)
5,33,125 -> 3  (68.3864%, 99.9198%)
3 -> 45,91  (68.3315%, 73.6686%)
45 -> 3,91  (68.3315%, 94.4255%)
91 -> 3,45  (68.3315%, 87.1544%)
3,45 -> 91  (68.3315%, 94.7489%)
3,91 -> 45  (68.3315%, 88.017%)
45,91 -> 3  (68.3315%, 99.8797%)
6 -> 33,125  (68.3315%, 77.0659%)
33 -> 6,125  (68.3315%, 92.6339%)
125 -> 6,33  (68.3315%, 95.5854%)
6,33 -> 125  (68.3315%, 93.1886%)
6,125 -> 33  (68.3315%, 96.3622%)
33,125 -> 6  (68.3315%, 99.7996%)
91 -> 125,192  (68.3315%, 87.1544%)
125 -> 91,192  (68.3315%, 95.5854%)
192 -> 91,125  (68.3315%, 85.5376%)
91,125 -> 192  (68.3315%, 99.7596%)
91,192 -> 125  (68.3315%, 90.0868%)
125,192 -> 91  (68.3315%, 96.5865%)
5 -> 45,91  (68.3041%, 80.8905%)
45 -> 5,91  (68.3041%, 94.3876%)
91 -> 5,45  (68.3041%, 87.1194%)
5,45 -> 91  (68.3041%, 95.9892%)
5,91 -> 45  (68.3041%, 88.8294%)
45,91 -> 5  (68.3041%, 99.8396%)
3 -> 5,45,91  (68.2766%, 73.6095%)
5 -> 3,45,91  (68.2766%, 80.858%)
45 -> 3,5,91  (68.2766%, 94.3496%)
91 -> 3,5,45  (68.2766%, 87.0844%)
3,5 -> 45,91  (68.2766%, 82.3296%)
3,45 -> 5,91  (68.2766%, 94.6728%)
3,91 -> 5,45  (68.2766%, 87.9463%)
5,45 -> 3,91  (68.2766%, 95.9506%)
5,91 -> 3,45  (68.2766%, 88.7937%)
45,91 -> 3,5  (68.2766%, 99.7994%)
3,5,45 -> 91  (68.2766%, 96.1732%)
3,5,91 -> 45  (68.2766%, 89.048%)
3,45,91 -> 5  (68.2766%, 99.9197%)
5,45,91 -> 3  (68.2766%, 99.9598%)
3 -> 6,33,125  (68.2766%, 73.6095%)
6 -> 3,33,125  (68.2766%, 77.004%)
33 -> 3,6,125  (68.2766%, 92.5595%)
125 -> 3,6,33  (68.2766%, 95.5086%)
3,6 -> 33,125  (68.2766%, 78.239%)
3,33 -> 6,125  (68.2766%, 92.7666%)
3,125 -> 6,33  (68.2766%, 95.766%)
6,33 -> 3,125  (68.2766%, 93.1138%)
6,125 -> 3,33  (68.2766%, 96.2848%)
33,125 -> 3,6  (68.2766%, 99.7194%)
3,6,33 -> 125  (68.2766%, 93.2534%)
3,6,125 -> 33  (68.2766%, 96.3594%)
3,33,125 -> 6  (68.2766%, 99.7994%)
6,33,125 -> 3  (68.2766%, 99.9197%)
3 -> 91,125,192  (68.2766%, 73.6095%)
91 -> 3,125,192  (68.2766%, 87.0844%)
125 -> 3,91,192  (68.2766%, 95.5086%)
192 -> 3,91,125  (68.2766%, 85.4689%)
3,91 -> 125,192  (68.2766%, 87.9463%)
3,125 -> 91,192  (68.2766%, 95.766%)
3,192 -> 91,125  (68.2766%, 86.479%)
91,125 -> 3,192  (68.2766%, 99.6795%)
91,192 -> 3,125  (68.2766%, 90.0145%)
125,192 -> 3,91  (68.2766%, 96.5089%)
3,91,125 -> 192  (68.2766%, 99.7994%)
3,91,192 -> 125  (68.2766%, 90.3741%)
3,125,192 -> 91  (68.2766%, 96.7341%)
91,125,192 -> 3  (68.2766%, 99.9197%)
6 -> 45,91  (68.2492%, 76.9731%)
45 -> 6,91  (68.2492%, 94.3117%)
91 -> 6,45  (68.2492%, 87.0494%)
6,45 -> 91  (68.2492%, 94.9237%)
6,91 -> 45  (68.2492%, 88.4109%)
45,91 -> 6  (68.2492%, 99.7593%)
6 -> 91,125  (68.2492%, 76.9731%)
91 -> 6,125  (68.2492%, 87.0494%)
125 -> 6,91  (68.2492%, 95.4702%)
6,91 -> 125  (68.2492%, 88.4109%)
6,125 -> 91  (68.2492%, 96.2461%)
91,125 -> 6  (68.2492%, 99.6394%)
3 -> 6,91,125  (68.2492%, 73.5799%)
6 -> 3,91,125  (68.2492%, 76.9731%)
91 -> 3,6,125  (68.2492%, 87.0494%)
125 -> 3,6,91  (68.2492%, 95.4702%)
3,6 -> 91,125  (68.2492%, 78.2075%)
3,91 -> 6,125  (68.2492%, 87.9109%)
3,125 -> 6,91  (68.2492%, 95.7275%)
6,91 -> 3,125  (68.2492%, 88.4109%)
6,125 -> 3,91  (68.2492%, 96.2461%)
91,125 -> 3,6  (68.2492%, 99.6394%)
3,6,91 -> 125  (68.2492%, 88.5684%)
3,6,125 -> 91  (68.2492%, 96.3207%)
3,91,125 -> 6  (68.2492%, 99.7593%)
6,91,125 -> 3  (68.2492%, 100%)
3 -> 6,45,91  (68.2217%, 73.5503%)
6 -> 3,45,91  (68.2217%, 76.9421%)
45 -> 3,6,91  (68.2217%, 94.2738%)
91 -> 3,6,45  (68.2217%, 87.0144%)
3,6 -> 45,91  (68.2217%, 78.1761%)
3,45 -> 6,91  (68.2217%, 94.5967%)
3,91 -> 6,45  (68.2217%, 87.8756%)
6,45 -> 3,91  (68.2217%, 94.8855%)
6,91 -> 3,45  (68.2217%, 88.3754%)
45,91 -> 3,6  (68.2217%, 99.7192%)
3,6,45 -> 91  (68.2217%, 95.1033%)
3,6,91 -> 45  (68.2217%, 88.5328%)
3,45,91 -> 6  (68.2217%, 99.8394%)
6,45,91 -> 3  (68.2217%, 99.9598%)
33 -> 125,192  (68.112%, 92.3363%)
125 -> 33,192  (68.112%, 95.2783%)
192 -> 33,125  (68.112%, 85.2628%)
33,125 -> 192  (68.112%, 99.479%)
33,192 -> 125  (68.112%, 94.9503%)
125,192 -> 33  (68.112%, 96.2762%)
5 -> 91,125  (68.0571%, 80.598%)
91 -> 5,125  (68.0571%, 86.8043%)
125 -> 5,91  (68.0571%, 95.2015%)
5,91 -> 125  (68.0571%, 88.5082%)
5,125 -> 91  (68.0571%, 96.9129%)
91,125 -> 5  (68.0571%, 99.359%)
3 -> 5,91,125  (68.0571%, 73.3728%)
5 -> 3,91,125  (68.0571%, 80.598%)
91 -> 3,5,125  (68.0571%, 86.8043%)
125 -> 3,5,91  (68.0571%, 95.2015%)
3,5 -> 91,125  (68.0571%, 82.0649%)
3,91 -> 5,125  (68.0571%, 87.6635%)
3,125 -> 5,91  (68.0571%, 95.458%)
5,91 -> 3,125  (68.0571%, 88.5082%)
5,125 -> 3,91  (68.0571%, 96.9129%)
91,125 -> 3,5  (68.0571%, 99.359%)
3,5,91 -> 125  (68.0571%, 88.7616%)
3,5,125 -> 91  (68.0571%, 96.9887%)
3,91,125 -> 5  (68.0571%, 99.4785%)
5,91,125 -> 3  (68.0571%, 100%)
3 -> 33,125,192  (68.0571%, 73.3728%)
33 -> 3,125,192  (68.0571%, 92.2619%)
125 -> 3,33,192  (68.0571%, 95.2015%)
192 -> 3,33,125  (68.0571%, 85.1941%)
3,33 -> 125,192  (68.0571%, 92.4683%)
3,125 -> 33,192  (68.0571%, 95.458%)
3,192 -> 33,125  (68.0571%, 86.2009%)
33,125 -> 3,192  (68.0571%, 99.3988%)
33,192 -> 3,125  (68.0571%, 94.8738%)
125,192 -> 3,33  (68.0571%, 96.1986%)
3,33,125 -> 192  (68.0571%, 99.4785%)
3,33,192 -> 125  (68.0571%, 94.9828%)
3,125,192 -> 33  (68.0571%, 96.423%)
33,125,192 -> 3  (68.0571%, 99.9194%)
3 -> 195  (67.9748%, 73.284%)
195 -> 3  (67.9748%, 99.3981%)
45 -> 91,192  (67.9199%, 93.8567%)
91 -> 45,192  (67.9199%, 86.6293%)
192 -> 45,91  (67.9199%, 85.0223%)
45,91 -> 192  (67.9199%, 99.278%)
45,192 -> 91  (67.9199%, 97.0588%)
91,192 -> 45  (67.9199%, 89.5441%)
3 -> 45,91,192  (67.8924%, 73.1953%)
45 -> 3,91,192  (67.8924%, 93.8187%)
91 -> 3,45,192  (67.8924%, 86.5943%)
192 -> 3,45,91  (67.8924%, 84.988%)
3,45 -> 91,192  (67.8924%, 94.14%)
3,91 -> 45,192  (67.8924%, 87.4514%)
3,192 -> 45,91  (67.8924%, 85.9924%)
45,91 -> 3,192  (67.8924%, 99.2379%)
45,192 -> 3,91  (67.8924%, 97.0196%)
91,192 -> 3,45  (67.8924%, 89.508%)
3,45,91 -> 192  (67.8924%, 99.3574%)
3,45,192 -> 91  (67.8924%, 97.172%)
3,91,192 -> 45  (67.8924%, 89.8656%)
45,91,192 -> 3  (67.8924%, 99.9596%)
33 -> 45  (67.865%, 92.0015%)
45 -> 33  (67.865%, 93.7808%)
5 -> 33,45  (67.865%, 80.3705%)
33 -> 5,45  (67.865%, 92.0015%)
45 -> 5,33  (67.865%, 93.7808%)
5,33 -> 45  (67.865%, 92.345%)
5,45 -> 33  (67.865%, 95.3722%)
33,45 -> 5  (67.865%, 100%)
3 -> 33,45  (67.8101%, 73.1065%)
33 -> 3,45  (67.8101%, 91.9271%)
45 -> 3,33  (67.8101%, 93.705%)
3,33 -> 45  (67.8101%, 92.1327%)
3,45 -> 33  (67.8101%, 94.0259%)
33,45 -> 3  (67.8101%, 99.9191%)
6 -> 33,45  (67.8101%, 76.4779%)
33 -> 6,45  (67.8101%, 91.9271%)
45 -> 6,33  (67.8101%, 93.705%)
6,33 -> 45  (67.8101%, 92.4775%)
6,45 -> 33  (67.8101%, 94.313%)
33,45 -> 6  (67.8101%, 99.9191%)
3 -> 5,33,45  (67.8101%, 73.1065%)
5 -> 3,33,45  (67.8101%, 80.3055%)
33 -> 3,5,45  (67.8101%, 91.9271%)
45 -> 3,5,33  (67.8101%, 93.705%)
3,5 -> 33,45  (67.8101%, 81.767%)
3,33 -> 5,45  (67.8101%, 92.1327%)
3,45 -> 5,33  (67.8101%, 94.0259%)
5,33 -> 3,45  (67.8101%, 92.2704%)
5,45 -> 3,33  (67.8101%, 95.295%)
33,45 -> 3,5  (67.8101%, 99.9191%)
3,5,33 -> 45  (67.8101%, 92.4084%)
3,5,45 -> 33  (67.8101%, 95.516%)
3,33,45 -> 5  (67.8101%, 100%)
5,33,45 -> 3  (67.8101%, 99.9191%)
3 -> 6,33,45  (67.7552%, 73.0473%)
6 -> 3,33,45  (67.7552%, 76.416%)
33 -> 3,6,45  (67.7552%, 91.8527%)
45 -> 3,6,33  (67.7552%, 93.6291%)
3,6 -> 33,45  (67.7552%, 77.6415%)
3,33 -> 6,45  (67.7552%, 92.0582%)
3,45 -> 6,33  (67.7552%, 93.9498%)
6,33 -> 3,45  (67.7552%, 92.4027%)
6,45 -> 3,33  (67.7552%, 94.2366%)
33,45 -> 3,6  (67.7552%, 99.8383%)
3,6,33 -> 45  (67.7552%, 92.5412%)
3,6,45 -> 33  (67.7552%, 94.4529%)
3,33,45 -> 6  (67.7552%, 99.9191%)
6,33,45 -> 3  (67.7552%, 99.9191%)
33 -> 125,197  (67.7003%, 91.7783%)
125 -> 33,197  (67.7003%, 94.7025%)
197 -> 33,125  (67.7003%, 85.3043%)
33,125 -> 197  (67.7003%, 98.8778%)
33,197 -> 125  (67.7003%, 94.3403%)
125,197 -> 33  (67.7003%, 98.0915%)
45 -> 91,197  (67.7003%, 93.5533%)
91 -> 45,197  (67.7003%, 86.3493%)
197 -> 45,91  (67.7003%, 85.3043%)
45,91 -> 197  (67.7003%, 98.9571%)
45,197 -> 91  (67.7003%, 97.356%)
91,197 -> 45  (67.7003%, 89.938%)
3 -> 33,125,197  (67.6729%, 72.9586%)
33 -> 3,125,197  (67.6729%, 91.7411%)
125 -> 3,33,197  (67.6729%, 94.6641%)
197 -> 3,33,125  (67.6729%, 85.2697%)
3,33 -> 125,197  (67.6729%, 91.9463%)
3,125 -> 33,197  (67.6729%, 94.9192%)
3,197 -> 33,125  (67.6729%, 85.5953%)
33,125 -> 3,197  (67.6729%, 98.8377%)
33,197 -> 3,125  (67.6729%, 94.3021%)
125,197 -> 3,33  (67.6729%, 98.0517%)
3,33,125 -> 197  (67.6729%, 98.917%)
3,33,197 -> 125  (67.6729%, 94.3382%)
3,125,197 -> 33  (67.6729%, 98.0907%)
33,125,197 -> 3  (67.6729%, 99.9595%)
3 -> 45,91,197  (67.6729%, 72.9586%)
45 -> 3,91,197  (67.6729%, 93.5154%)
91 -> 3,45,197  (67.6729%, 86.3143%)
197 -> 3,45,91  (67.6729%, 85.2697%)
3,45 -> 91,197  (67.6729%, 93.8356%)
3,91 -> 45,197  (67.6729%, 87.1686%)
3,197 -> 45,91  (67.6729%, 85.5953%)
45,91 -> 3,197  (67.6729%, 98.917%)
45,197 -> 3,91  (67.6729%, 97.3165%)
91,197 -> 3,45  (67.6729%, 89.9016%)
3,45,91 -> 197  (67.6729%, 99.0361%)
3,45,197 -> 91  (67.6729%, 97.4318%)
3,91,197 -> 45  (67.6729%, 90.0657%)
45,91,197 -> 3  (67.6729%, 99.9595%)
45 -> 125  (67.5631%, 93.3637%)
125 -> 45  (67.5631%, 94.5106%)
3 -> 45,125  (67.4533%, 72.7219%)
45 -> 3,125  (67.4533%, 93.212%)
125 -> 3,45  (67.4533%, 94.357%)
3,45 -> 125  (67.4533%, 93.5312%)
3,125 -> 45  (67.4533%, 94.6112%)
45,125 -> 3  (67.4533%, 99.8375%)
6 -> 45,125  (67.4533%, 76.0755%)
45 -> 6,125  (67.4533%, 93.212%)
125 -> 6,45  (67.4533%, 94.357%)
6,45 -> 125  (67.4533%, 93.8168%)
6,125 -> 45  (67.4533%, 95.1238%)
45,125 -> 6  (67.4533%, 99.8375%)
3 -> 6,45,125  (67.3985%, 72.6627%)
6 -> 3,45,125  (67.3985%, 76.0136%)
45 -> 3,6,125  (67.3985%, 93.1361%)
