Rule   (Support, Confidence) 
3,33 -> 6,174  (51.1986%, 74.5636%)
3,174 -> 6,33  (51.1986%, 89.2537%)
6,33 -> 3,174  (51.1986%, 73.6453%)
6,174 -> 3,33  (51.1986%, 88.4615%)
33,174 -> 3,6  (51.1986%, 99.0066%)
3,6,33 -> 174  (51.1986%, 74.75%)
3,6,174 -> 33  (51.1986%, 89.7898%)
3,33,174 -> 6  (51.1986%, 99.6667%)
6,33,174 -> 3  (51.1986%, 99.3355%)
125 -> 3,6,174  (51.1986%, 78.0679%)
174 -> 3,6,125  (51.1986%, 87.9412%)
3,125 -> 6,174  (51.1986%, 79.7333%)
3,174 -> 6,125  (51.1986%, 89.2537%)
6,125 -> 3,174  (51.1986%, 79.3103%)
6,174 -> 3,125  (51.1986%, 88.4615%)
125,174 -> 3,6  (51.1986%, 99.0066%)
3,6,125 -> 174  (51.1986%, 80.1609%)
3,6,174 -> 125  (51.1986%, 89.7898%)
3,125,174 -> 6  (51.1986%, 99.6667%)
6,125,174 -> 3  (51.1986%, 99.3355%)
11 -> 3,33,91  (51.0274%, 85.1429%)
33 -> 3,11,91  (51.0274%, 73.0392%)
91 -> 3,11,33  (51.0274%, 72.155%)
3,11 -> 33,91  (51.0274%, 86.6279%)
3,33 -> 11,91  (51.0274%, 74.3142%)
3,91 -> 11,33  (51.0274%, 76.0204%)
11,33 -> 3,91  (51.0274%, 91.9753%)
11,91 -> 3,33  (51.0274%, 96.7532%)
33,91 -> 3,11  (51.0274%, 84.4193%)
3,11,33 -> 91  (51.0274%, 92.8349%)
3,11,91 -> 33  (51.0274%, 97.0684%)
3,33,91 -> 11  (51.0274%, 84.9003%)
11,33,91 -> 3  (51.0274%, 99.6656%)
45 -> 6,195  (50.8562%, 73.3333%)
195 -> 6,45  (50.8562%, 77.7487%)
6,45 -> 195  (50.8562%, 74.8111%)
6,195 -> 45  (50.8562%, 79.2%)
45,195 -> 6  (50.8562%, 99%)
11 -> 91,125  (50.8562%, 84.8571%)
91 -> 11,125  (50.8562%, 71.9128%)
125 -> 11,91  (50.8562%, 77.5457%)
11,91 -> 125  (50.8562%, 96.4286%)
11,125 -> 91  (50.8562%, 91.9505%)
91,125 -> 11  (50.8562%, 86.5889%)
45 -> 125,174  (50.8562%, 73.3333%)
125 -> 45,174  (50.8562%, 77.5457%)
174 -> 45,125  (50.8562%, 87.3529%)
45,125 -> 174  (50.8562%, 83.1933%)
45,174 -> 125  (50.8562%, 90.8257%)
125,174 -> 45  (50.8562%, 98.3444%)
91 -> 195,197  (50.6849%, 71.6707%)
195 -> 91,197  (50.6849%, 77.4869%)
91,195 -> 197  (50.6849%, 97.6898%)
91,197 -> 195  (50.6849%, 76.4858%)
195,197 -> 91  (50.6849%, 88.0952%)
91 -> 3,6,195  (50.6849%, 71.6707%)
195 -> 3,6,91  (50.6849%, 77.4869%)
3,91 -> 6,195  (50.6849%, 75.5102%)
3,195 -> 6,91  (50.6849%, 80.4348%)
6,91 -> 3,195  (50.6849%, 75.3181%)
6,195 -> 3,91  (50.6849%, 78.9333%)
91,195 -> 3,6  (50.6849%, 97.6898%)
3,6,91 -> 195  (50.6849%, 76.4858%)
3,6,195 -> 91  (50.6849%, 81.5427%)
3,91,195 -> 6  (50.6849%, 98.9967%)
6,91,195 -> 3  (50.6849%, 98.9967%)
11 -> 3,91,125  (50.6849%, 84.5714%)
91 -> 3,11,125  (50.6849%, 71.6707%)
125 -> 3,11,91  (50.6849%, 77.2846%)
3,11 -> 91,125  (50.6849%, 86.0465%)
3,91 -> 11,125  (50.6849%, 75.5102%)
3,125 -> 11,91  (50.6849%, 78.9333%)
11,91 -> 3,125  (50.6849%, 96.1039%)
11,125 -> 3,91  (50.6849%, 91.6409%)
91,125 -> 3,11  (50.6849%, 86.2974%)
3,11,91 -> 125  (50.6849%, 96.4169%)
3,11,125 -> 91  (50.6849%, 92.79%)
3,91,125 -> 11  (50.6849%, 87.574%)
11,91,125 -> 3  (50.6849%, 99.6633%)
45 -> 3,174,197  (50.6849%, 73.0864%)
174 -> 3,45,197  (50.6849%, 87.0588%)
3,45 -> 174,197  (50.6849%, 75.3181%)
3,174 -> 45,197  (50.6849%, 88.3582%)
45,174 -> 3,197  (50.6849%, 90.5199%)
45,197 -> 3,174  (50.6849%, 81.5427%)
174,197 -> 3,45  (50.6849%, 96.1039%)
3,45,174 -> 197  (50.6849%, 91.6409%)
3,45,197 -> 174  (50.6849%, 82.9132%)
3,174,197 -> 45  (50.6849%, 97.3684%)
45,174,197 -> 3  (50.6849%, 98.6667%)
33 -> 221  (50.5137%, 72.3039%)
221 -> 33  (50.5137%, 83.3333%)
45 -> 221  (50.5137%, 72.8395%)
221 -> 45  (50.5137%, 83.3333%)
45 -> 5,195  (50.5137%, 72.8395%)
195 -> 5,45  (50.5137%, 77.2251%)
5,45 -> 195  (50.5137%, 75.2551%)
5,195 -> 45  (50.5137%, 78.6667%)
45,195 -> 5  (50.5137%, 98.3333%)
33 -> 6,221  (50.5137%, 72.3039%)
221 -> 6,33  (50.5137%, 83.3333%)
6,33 -> 221  (50.5137%, 72.6601%)
6,221 -> 33  (50.5137%, 84.5272%)
33,221 -> 6  (50.5137%, 100%)
45 -> 6,221  (50.5137%, 72.8395%)
221 -> 6,45  (50.5137%, 83.3333%)
6,45 -> 221  (50.5137%, 74.3073%)
6,221 -> 45  (50.5137%, 84.5272%)
45,221 -> 6  (50.5137%, 100%)
33 -> 45,174  (50.5137%, 72.3039%)
45 -> 33,174  (50.5137%, 72.8395%)
174 -> 33,45  (50.5137%, 86.7647%)
33,45 -> 174  (50.5137%, 84.7701%)
33,174 -> 45  (50.5137%, 97.6821%)
45,174 -> 33  (50.5137%, 90.2141%)
33 -> 174,192  (50.5137%, 72.3039%)
174 -> 33,192  (50.5137%, 86.7647%)
33,174 -> 192  (50.5137%, 97.6821%)
33,192 -> 174  (50.5137%, 78.0423%)
174,192 -> 33  (50.5137%, 94.2492%)
91 -> 192,195  (50.5137%, 71.4286%)
195 -> 91,192  (50.5137%, 77.2251%)
91,192 -> 195  (50.5137%, 75.0636%)
91,195 -> 192  (50.5137%, 97.3597%)
192,195 -> 91  (50.5137%, 91.0494%)
125 -> 174,192  (50.5137%, 77.0235%)
174 -> 125,192  (50.5137%, 86.7647%)
125,174 -> 192  (50.5137%, 97.6821%)
125,192 -> 174  (50.5137%, 79.3011%)
174,192 -> 125  (50.5137%, 94.2492%)
45 -> 3,125,174  (50.5137%, 72.8395%)
125 -> 3,45,174  (50.5137%, 77.0235%)
174 -> 3,45,125  (50.5137%, 86.7647%)
3,45 -> 125,174  (50.5137%, 75.0636%)
3,125 -> 45,174  (50.5137%, 78.6667%)
3,174 -> 45,125  (50.5137%, 88.0597%)
45,125 -> 3,174  (50.5137%, 82.6331%)
45,174 -> 3,125  (50.5137%, 90.2141%)
125,174 -> 3,45  (50.5137%, 97.6821%)
3,45,125 -> 174  (50.5137%, 84.0456%)
3,45,174 -> 125  (50.5137%, 91.3313%)
3,125,174 -> 45  (50.5137%, 98.3333%)
45,125,174 -> 3  (50.5137%, 99.3266%)
4 -> 197  (50.3425%, 79.4595%)
11 -> 174  (50.3425%, 84%)
174 -> 11  (50.3425%, 86.4706%)
91 -> 174  (50.3425%, 71.1864%)
174 -> 91  (50.3425%, 86.4706%)
45 -> 3,195  (50.3425%, 72.5926%)
195 -> 3,45  (50.3425%, 76.9634%)
3,45 -> 195  (50.3425%, 74.8092%)
3,195 -> 45  (50.3425%, 79.8913%)
45,195 -> 3  (50.3425%, 98%)
91 -> 5,174  (50.3425%, 71.1864%)
174 -> 5,91  (50.3425%, 86.4706%)
5,91 -> 174  (50.3425%, 74.6193%)
5,174 -> 91  (50.3425%, 88.5542%)
91,174 -> 5  (50.3425%, 100%)
11 -> 6,174  (50.3425%, 84%)
174 -> 6,11  (50.3425%, 86.4706%)
6,11 -> 174  (50.3425%, 84%)
6,174 -> 11  (50.3425%, 86.9822%)
11,174 -> 6  (50.3425%, 100%)
33 -> 3,174,192  (50.3425%, 72.0588%)
174 -> 3,33,192  (50.3425%, 86.4706%)
3,33 -> 174,192  (50.3425%, 73.3167%)
3,174 -> 33,192  (50.3425%, 87.7612%)
33,174 -> 3,192  (50.3425%, 97.351%)
33,192 -> 3,174  (50.3425%, 77.7778%)
174,192 -> 3,33  (50.3425%, 93.9297%)
3,33,174 -> 192  (50.3425%, 98%)
3,33,192 -> 174  (50.3425%, 78.4%)
3,174,192 -> 33  (50.3425%, 94.2308%)
33,174,192 -> 3  (50.3425%, 99.661%)
91 -> 3,192,195  (50.3425%, 71.1864%)
195 -> 3,91,192  (50.3425%, 76.9634%)
3,91 -> 192,195  (50.3425%, 75%)
3,195 -> 91,192  (50.3425%, 79.8913%)
91,192 -> 3,195  (50.3425%, 74.8092%)
91,195 -> 3,192  (50.3425%, 97.0297%)
192,195 -> 3,91  (50.3425%, 90.7407%)
3,91,192 -> 195  (50.3425%, 76.9634%)
3,91,195 -> 192  (50.3425%, 98.3278%)
3,192,195 -> 91  (50.3425%, 91.5888%)
91,192,195 -> 3  (50.3425%, 99.661%)
221 -> 192  (50.1712%, 82.7684%)
33 -> 3,221  (50.1712%, 71.8137%)
221 -> 3,33  (50.1712%, 82.7684%)
3,33 -> 221  (50.1712%, 73.0673%)
3,221 -> 33  (50.1712%, 84.438%)
33,221 -> 3  (50.1712%, 99.322%)
45 -> 3,221  (50.1712%, 72.3457%)
221 -> 3,45  (50.1712%, 82.7684%)
3,45 -> 221  (50.1712%, 74.5547%)
3,221 -> 45  (50.1712%, 84.438%)
45,221 -> 3  (50.1712%, 99.322%)
221 -> 5,192  (50.1712%, 82.7684%)
5,221 -> 192  (50.1712%, 91.2773%)
192,221 -> 5  (50.1712%, 100%)
91 -> 6,174  (50.1712%, 70.9443%)
174 -> 6,91  (50.1712%, 86.1765%)
6,91 -> 174  (50.1712%, 74.5547%)
6,174 -> 91  (50.1712%, 86.6864%)
91,174 -> 6  (50.1712%, 99.6599%)
221 -> 6,192  (50.1712%, 82.7684%)
6,221 -> 192  (50.1712%, 83.9542%)
192,221 -> 6  (50.1712%, 100%)
11 -> 45,174  (50.1712%, 83.7143%)
45 -> 11,174  (50.1712%, 72.3457%)
174 -> 11,45  (50.1712%, 86.1765%)
11,45 -> 174  (50.1712%, 85.6725%)
11,174 -> 45  (50.1712%, 99.6599%)
45,174 -> 11  (50.1712%, 89.6024%)
33 -> 3,6,221  (50.1712%, 71.8137%)
221 -> 3,6,33  (50.1712%, 82.7684%)
3,33 -> 6,221  (50.1712%, 73.0673%)
3,221 -> 6,33  (50.1712%, 84.438%)
6,33 -> 3,221  (50.1712%, 72.1675%)
6,221 -> 3,33  (50.1712%, 83.9542%)
33,221 -> 3,6  (50.1712%, 99.322%)
3,6,33 -> 221  (50.1712%, 73.25%)
3,6,221 -> 33  (50.1712%, 85.6725%)
3,33,221 -> 6  (50.1712%, 100%)
6,33,221 -> 3  (50.1712%, 99.322%)
45 -> 3,6,221  (50.1712%, 72.3457%)
221 -> 3,6,45  (50.1712%, 82.7684%)
3,45 -> 6,221  (50.1712%, 74.5547%)
3,221 -> 6,45  (50.1712%, 84.438%)
6,45 -> 3,221  (50.1712%, 73.8035%)
6,221 -> 3,45  (50.1712%, 83.9542%)
45,221 -> 3,6  (50.1712%, 99.322%)
3,6,45 -> 221  (50.1712%, 75.3213%)
3,6,221 -> 45  (50.1712%, 85.6725%)
3,45,221 -> 6  (50.1712%, 100%)
6,45,221 -> 3  (50.1712%, 99.322%)
33 -> 3,45,174  (50.1712%, 71.8137%)
45 -> 3,33,174  (50.1712%, 72.3457%)
174 -> 3,33,45  (50.1712%, 86.1765%)
3,33 -> 45,174  (50.1712%, 73.0673%)
3,45 -> 33,174  (50.1712%, 74.5547%)
3,174 -> 33,45  (50.1712%, 87.4627%)
33,45 -> 3,174  (50.1712%, 84.1954%)
33,174 -> 3,45  (50.1712%, 97.0199%)
45,174 -> 3,33  (50.1712%, 89.6024%)
3,33,45 -> 174  (50.1712%, 85.1744%)
3,33,174 -> 45  (50.1712%, 97.6667%)
3,45,174 -> 33  (50.1712%, 90.7121%)
33,45,174 -> 3  (50.1712%, 99.322%)
11 -> 3,174  (50%, 83.4286%)
174 -> 3,11  (50%, 85.8824%)
3,11 -> 174  (50%, 84.8837%)
3,174 -> 11  (50%, 87.1642%)
11,174 -> 3  (50%, 99.3197%)
91 -> 3,174  (50%, 70.7022%)
174 -> 3,91  (50%, 85.8824%)
3,91 -> 174  (50%, 74.4898%)
3,174 -> 91  (50%, 87.1642%)
91,174 -> 3  (50%, 99.3197%)
11 -> 5,174  (50%, 83.4286%)
174 -> 5,11  (50%, 85.8824%)
5,11 -> 174  (50%, 83.908%)
5,174 -> 11  (50%, 87.9518%)
11,174 -> 5  (50%, 99.3197%)
33 -> 5,221  (50%, 71.5686%)
221 -> 5,33  (50%, 82.4859%)
5,33 -> 221  (50%, 72.4566%)
5,221 -> 33  (50%, 90.9657%)
33,221 -> 5  (50%, 98.9831%)
33 -> 174,197  (50%, 71.5686%)
174 -> 33,197  (50%, 85.8824%)
33,174 -> 197  (50%, 96.6887%)
33,197 -> 174  (50%, 76.4398%)
174,197 -> 33  (50%, 94.8052%)
33 -> 195,197  (50%, 71.5686%)
195 -> 33,197  (50%, 76.4398%)
33,195 -> 197  (50%, 93.2907%)
33,197 -> 195  (50%, 76.4398%)
195,197 -> 33  (50%, 86.9048%)
91 -> 3,5,174  (50%, 70.7022%)
174 -> 3,5,91  (50%, 85.8824%)
3,91 -> 5,174  (50%, 74.4898%)
3,174 -> 5,91  (50%, 87.1642%)
5,91 -> 3,174  (50%, 74.1117%)
5,174 -> 3,91  (50%, 87.9518%)
91,174 -> 3,5  (50%, 99.3197%)
3,5,91 -> 174  (50%, 75.6477%)
3,5,174 -> 91  (50%, 89.0244%)
3,91,174 -> 5  (50%, 100%)
5,91,174 -> 3  (50%, 99.3197%)
11 -> 3,6,174  (50%, 83.4286%)
174 -> 3,6,11  (50%, 85.8824%)
3,11 -> 6,174  (50%, 84.8837%)
3,174 -> 6,11  (50%, 87.1642%)
6,11 -> 3,174  (50%, 83.4286%)
6,174 -> 3,11  (50%, 86.3905%)
11,174 -> 3,6  (50%, 99.3197%)
3,6,11 -> 174  (50%, 84.8837%)
3,6,174 -> 11  (50%, 87.6877%)
3,11,174 -> 6  (50%, 100%)
6,11,174 -> 3  (50%, 99.3197%)
221 -> 3,192  (49.8288%, 82.2034%)
3,221 -> 192  (49.8288%, 83.8617%)
192,221 -> 3  (49.8288%, 99.3174%)
33 -> 3,5,221  (49.8288%, 71.3235%)
221 -> 3,5,33  (49.8288%, 82.2034%)
3,33 -> 5,221  (49.8288%, 72.5686%)
3,221 -> 5,33  (49.8288%, 83.8617%)
5,33 -> 3,221  (49.8288%, 72.2084%)
5,221 -> 3,33  (49.8288%, 90.6542%)
33,221 -> 3,5  (49.8288%, 98.6441%)
3,5,33 -> 221  (49.8288%, 73.1156%)
3,5,221 -> 33  (49.8288%, 91.5094%)
3,33,221 -> 5  (49.8288%, 99.3174%)
5,33,221 -> 3  (49.8288%, 99.6575%)
221 -> 3,5,192  (49.8288%, 82.2034%)
3,221 -> 5,192  (49.8288%, 83.8617%)
5,221 -> 3,192  (49.8288%, 90.6542%)
192,221 -> 3,5  (49.8288%, 99.3174%)
3,5,221 -> 192  (49.8288%, 91.5094%)
3,192,221 -> 5  (49.8288%, 100%)
5,192,221 -> 3  (49.8288%, 99.3174%)
45 -> 3,6,195  (49.8288%, 71.8519%)
195 -> 3,6,45  (49.8288%, 76.178%)
3,45 -> 6,195  (49.8288%, 74.0458%)
3,195 -> 6,45  (49.8288%, 79.0761%)
6,45 -> 3,195  (49.8288%, 73.2997%)
6,195 -> 3,45  (49.8288%, 77.6%)
45,195 -> 3,6  (49.8288%, 97%)
3,6,45 -> 195  (49.8288%, 74.8072%)
3,6,195 -> 45  (49.8288%, 80.1653%)
3,45,195 -> 6  (49.8288%, 98.9796%)
6,45,195 -> 3  (49.8288%, 97.9798%)
91 -> 3,6,174  (49.8288%, 70.46%)
174 -> 3,6,91  (49.8288%, 85.5882%)
3,91 -> 6,174  (49.8288%, 74.2347%)
3,174 -> 6,91  (49.8288%, 86.8657%)
6,91 -> 3,174  (49.8288%, 74.0458%)
6,174 -> 3,91  (49.8288%, 86.0947%)
91,174 -> 3,6  (49.8288%, 98.9796%)
3,6,91 -> 174  (49.8288%, 75.1938%)
3,6,174 -> 91  (49.8288%, 87.3874%)
3,91,174 -> 6  (49.8288%, 99.6575%)
6,91,174 -> 3  (49.8288%, 99.3174%)
221 -> 3,6,192  (49.8288%, 82.2034%)
3,221 -> 6,192  (49.8288%, 83.8617%)
6,221 -> 3,192  (49.8288%, 83.3811%)
192,221 -> 3,6  (49.8288%, 99.3174%)
3,6,221 -> 192  (49.8288%, 85.0877%)
3,192,221 -> 6  (49.8288%, 100%)
6,192,221 -> 3  (49.8288%, 99.3174%)
11 -> 3,45,174  (49.8288%, 83.1429%)
45 -> 3,11,174  (49.8288%, 71.8519%)
174 -> 3,11,45  (49.8288%, 85.5882%)
3,11 -> 45,174  (49.8288%, 84.593%)
3,45 -> 11,174  (49.8288%, 74.0458%)
3,174 -> 11,45  (49.8288%, 86.8657%)
11,45 -> 3,174  (49.8288%, 85.0877%)
11,174 -> 3,45  (49.8288%, 98.9796%)
45,174 -> 3,11  (49.8288%, 88.9908%)
3,11,45 -> 174  (49.8288%, 86.3501%)
3,11,174 -> 45  (49.8288%, 99.6575%)
3,45,174 -> 11  (49.8288%, 90.0929%)
11,45,174 -> 3  (49.8288%, 99.3174%)
4 -> 6,197  (49.6575%, 78.3784%)
4,6 -> 197  (49.6575%, 83.5735%)
4,197 -> 6  (49.6575%, 98.6395%)
91 -> 174,192  (49.6575%, 70.2179%)
174 -> 91,192  (49.6575%, 85.2941%)
91,174 -> 192  (49.6575%, 98.6395%)
91,192 -> 174  (49.6575%, 73.7913%)
174,192 -> 91  (49.6575%, 92.6518%)
91 -> 174,197  (49.6575%, 70.2179%)
174 -> 91,197  (49.6575%, 85.2941%)
91,174 -> 197  (49.6575%, 98.6395%)
91,197 -> 174  (49.6575%, 74.9354%)
174,197 -> 91  (49.6575%, 94.1558%)
11 -> 3,5,174  (49.6575%, 82.8571%)
174 -> 3,5,11  (49.6575%, 85.2941%)
3,11 -> 5,174  (49.6575%, 84.3023%)
3,174 -> 5,11  (49.6575%, 86.5672%)
5,11 -> 3,174  (49.6575%, 83.3333%)
5,174 -> 3,11  (49.6575%, 87.3494%)
11,174 -> 3,5  (49.6575%, 98.6395%)
3,5,11 -> 174  (49.6575%, 84.7953%)
3,5,174 -> 11  (49.6575%, 88.4146%)
3,11,174 -> 5  (49.6575%, 99.3151%)
5,11,174 -> 3  (49.6575%, 99.3151%)
33 -> 3,174,197  (49.6575%, 71.0784%)
174 -> 3,33,197  (49.6575%, 85.2941%)
3,33 -> 174,197  (49.6575%, 72.3192%)
3,174 -> 33,197  (49.6575%, 86.5672%)
33,174 -> 3,197  (49.6575%, 96.0265%)
33,197 -> 3,174  (49.6575%, 75.9162%)
174,197 -> 3,33  (49.6575%, 94.1558%)
3,33,174 -> 197  (49.6575%, 96.6667%)
3,33,197 -> 174  (49.6575%, 76.5172%)
3,174,197 -> 33  (49.6575%, 95.3947%)
33,174,197 -> 3  (49.6575%, 99.3151%)
91 -> 3,174,192  (49.6575%, 70.2179%)
174 -> 3,91,192  (49.6575%, 85.2941%)
3,91 -> 174,192  (49.6575%, 73.9796%)
3,174 -> 91,192  (49.6575%, 86.5672%)
91,174 -> 3,192  (49.6575%, 98.6395%)
91,192 -> 3,174  (49.6575%, 73.7913%)
174,192 -> 3,91  (49.6575%, 92.6518%)
3,91,174 -> 192  (49.6575%, 99.3151%)
3,91,192 -> 174  (49.6575%, 75.9162%)
3,174,192 -> 91  (49.6575%, 92.9487%)
91,174,192 -> 3  (49.6575%, 100%)
4 -> 5,197  (49.4863%, 78.1081%)
4,5 -> 197  (49.4863%, 90.3125%)
4,197 -> 5  (49.4863%, 98.2993%)
45 -> 3,5,195  (49.4863%, 71.358%)
195 -> 3,5,45  (49.4863%, 75.6545%)
3,45 -> 5,195  (49.4863%, 73.5369%)
3,195 -> 5,45  (49.4863%, 78.5326%)
5,45 -> 3,195  (49.4863%, 73.7245%)
5,195 -> 3,45  (49.4863%, 77.0667%)
45,195 -> 3,5  (49.4863%, 96.3333%)
3,5,45 -> 195  (49.4863%, 75.2604%)
3,5,195 -> 45  (49.4863%, 79.6143%)
3,45,195 -> 5  (49.4863%, 98.2993%)
5,45,195 -> 3  (49.4863%, 97.9661%)
33 -> 3,195,197  (49.4863%, 70.8333%)
195 -> 3,33,197  (49.4863%, 75.6545%)
3,33 -> 195,197  (49.4863%, 72.0698%)
3,195 -> 33,197  (49.4863%, 78.5326%)
33,195 -> 3,197  (49.4863%, 92.3323%)
33,197 -> 3,195  (49.4863%, 75.6545%)
195,197 -> 3,33  (49.4863%, 86.0119%)
3,33,195 -> 197  (49.4863%, 93.8312%)
3,33,197 -> 195  (49.4863%, 76.2533%)
3,195,197 -> 33  (49.4863%, 88.3792%)
33,195,197 -> 3  (49.4863%, 98.9726%)
45 -> 5,221  (49.3151%, 71.1111%)
221 -> 5,45  (49.3151%, 81.3559%)
5,45 -> 221  (49.3151%, 73.4694%)
5,221 -> 45  (49.3151%, 89.7196%)
45,221 -> 5  (49.3151%, 97.6271%)
125 -> 174,197  (49.3151%, 75.1958%)
174 -> 125,197  (49.3151%, 84.7059%)
125,174 -> 197  (49.3151%, 95.3642%)
125,197 -> 174  (49.3151%, 80.8989%)
174,197 -> 125  (49.3151%, 93.5065%)
174 -> 3,91,197  (49.3151%, 84.7059%)
3,91 -> 174,197  (49.3151%, 73.4694%)
3,174 -> 91,197  (49.3151%, 85.9701%)
91,174 -> 3,197  (49.3151%, 97.9592%)
91,197 -> 3,174  (49.3151%, 74.4186%)
174,197 -> 3,91  (49.3151%, 93.5065%)
3,91,174 -> 197  (49.3151%, 98.6301%)
3,91,197 -> 174  (49.3151%, 75.5906%)
3,174,197 -> 91  (49.3151%, 94.7368%)
91,174,197 -> 3  (49.3151%, 99.3103%)
33 -> 125,174  (48.9726%, 70.098%)
125 -> 33,174  (48.9726%, 74.6736%)
174 -> 33,125  (48.9726%, 84.1176%)
33,125 -> 174  (48.9726%, 82.4207%)
33,174 -> 125  (48.9726%, 94.702%)
125,174 -> 33  (48.9726%, 94.702%)
33 -> 197,221  (48.9726%, 70.098%)
221 -> 33,197  (48.9726%, 80.791%)
33,197 -> 221  (48.9726%, 74.8691%)
33,221 -> 197  (48.9726%, 96.9492%)
197,221 -> 33  (48.9726%, 93.4641%)
45 -> 91,174  (48.9726%, 70.6173%)
174 -> 45,91  (48.9726%, 84.1176%)
45,91 -> 174  (48.9726%, 82.659%)
45,174 -> 91  (48.9726%, 87.4618%)
91,174 -> 45  (48.9726%, 97.2789%)
221 -> 192,197  (48.9726%, 80.791%)
192,197 -> 221  (48.9726%, 70.9677%)
192,221 -> 197  (48.9726%, 97.6109%)
197,221 -> 192  (48.9726%, 93.4641%)
45 -> 3,5,221  (48.9726%, 70.6173%)
221 -> 3,5,45  (48.9726%, 80.791%)
3,45 -> 5,221  (48.9726%, 72.7735%)
3,221 -> 5,45  (48.9726%, 82.4207%)
5,45 -> 3,221  (48.9726%, 72.9592%)
5,221 -> 3,45  (48.9726%, 89.0966%)
45,221 -> 3,5  (48.9726%, 96.9492%)
3,5,45 -> 221  (48.9726%, 74.4792%)
3,5,221 -> 45  (48.9726%, 89.9371%)
3,45,221 -> 5  (48.9726%, 97.6109%)
5,45,221 -> 3  (48.9726%, 99.3056%)
195 -> 33,192  (48.8014%, 74.6073%)
33,192 -> 195  (48.8014%, 75.3968%)
33,195 -> 192  (48.8014%, 91.0543%)
192,195 -> 33  (48.8014%, 87.963%)
221 -> 3,33,197  (48.8014%, 80.5085%)
3,33 -> 197,221  (48.8014%, 71.0723%)
3,221 -> 33,197  (48.8014%, 82.1326%)
33,197 -> 3,221  (48.8014%, 74.6073%)
33,221 -> 3,197  (48.8014%, 96.6102%)
197,221 -> 3,33  (48.8014%, 93.1373%)
3,33,197 -> 221  (48.8014%, 75.1979%)
3,33,221 -> 197  (48.8014%, 97.2696%)
3,197,221 -> 33  (48.8014%, 94.0594%)
33,197,221 -> 3  (48.8014%, 99.6503%)
125 -> 3,33,174  (48.6301%, 74.1514%)
174 -> 3,33,125  (48.6301%, 83.5294%)
3,33 -> 125,174  (48.6301%, 70.8229%)
3,125 -> 33,174  (48.6301%, 75.7333%)
3,174 -> 33,125  (48.6301%, 84.7761%)
33,125 -> 3,174  (48.6301%, 81.8444%)
33,174 -> 3,125  (48.6301%, 94.0397%)
125,174 -> 3,33  (48.6301%, 94.0397%)
3,33,125 -> 174  (48.6301%, 82.5581%)
3,33,174 -> 125  (48.6301%, 94.6667%)
3,125,174 -> 33  (48.6301%, 94.6667%)
33,125,174 -> 3  (48.6301%, 99.3007%)
45 -> 3,91,174  (48.6301%, 70.1235%)
174 -> 3,45,91  (48.6301%, 83.5294%)
3,45 -> 91,174  (48.6301%, 72.2646%)
3,91 -> 45,174  (48.6301%, 72.449%)
3,174 -> 45,91  (48.6301%, 84.7761%)
45,91 -> 3,174  (48.6301%, 82.0809%)
45,174 -> 3,91  (48.6301%, 86.8502%)
91,174 -> 3,45  (48.6301%, 96.5986%)
3,45,91 -> 174  (48.6301%, 83.5294%)
3,45,174 -> 91  (48.6301%, 87.9257%)
3,91,174 -> 45  (48.6301%, 97.2603%)
45,91,174 -> 3  (48.6301%, 99.3007%)
125 -> 195  (48.4589%, 73.8903%)
195 -> 125  (48.4589%, 74.0838%)
125 -> 5,195  (48.4589%, 73.8903%)
195 -> 5,125  (48.4589%, 74.0838%)
5,125 -> 195  (48.4589%, 74.8677%)
5,195 -> 125  (48.4589%, 75.4667%)
125,195 -> 5  (48.4589%, 100%)
195 -> 3,33,192  (48.4589%, 74.0838%)
3,33 -> 192,195  (48.4589%, 70.5736%)
3,195 -> 33,192  (48.4589%, 76.9022%)
33,192 -> 3,195  (48.4589%, 74.8677%)
33,195 -> 3,192  (48.4589%, 90.4153%)
192,195 -> 3,33  (48.4589%, 87.3457%)
3,33,192 -> 195  (48.4589%, 75.4667%)
3,33,195 -> 192  (48.4589%, 91.8831%)
3,192,195 -> 33  (48.4589%, 88.162%)
33,192,195 -> 3  (48.4589%, 99.2982%)
4 -> 3,197  (48.2877%, 76.2162%)
3,4 -> 197  (48.2877%, 80.3419%)
4,197 -> 3  (48.2877%, 95.9184%)
11 -> 174,192  (48.2877%, 80.5714%)
174 -> 11,192  (48.2877%, 82.9412%)
11,174 -> 192  (48.2877%, 95.9184%)
11,192 -> 174  (48.2877%, 84.6847%)
174,192 -> 11  (48.2877%, 90.0958%)
125 -> 6,195  (48.1164%, 73.3681%)
195 -> 6,125  (48.1164%, 73.5602%)
6,125 -> 195  (48.1164%, 74.5358%)
6,195 -> 125  (48.1164%, 74.9333%)
125,195 -> 6  (48.1164%, 99.2933%)
11 -> 3,174,192  (48.1164%, 80.2857%)
174 -> 3,11,192  (48.1164%, 82.6471%)
3,11 -> 174,192  (48.1164%, 81.686%)
3,174 -> 11,192  (48.1164%, 83.8806%)
11,174 -> 3,192  (48.1164%, 95.5782%)
11,192 -> 3,174  (48.1164%, 84.3844%)
174,192 -> 3,11  (48.1164%, 89.7764%)
3,11,174 -> 192  (48.1164%, 96.2329%)
3,11,192 -> 174  (48.1164%, 85.1515%)
3,174,192 -> 11  (48.1164%, 90.0641%)
11,174,192 -> 3  (48.1164%, 99.6454%)
221 -> 91  (47.9452%, 79.096%)
